# impl_a independent odd-order exact enumerator n=17 tau=29
# columns	canonical	oriented	S	r	c	d	d_unused	a	a_unused	sign	pair_orbits	orbit_sha256	A_per_orbit	A_checked	A_tree_nodes	prefilter_survivors	exact_calls	completion_nodes	verdict	witness_R	witness_C	witness_D	witness_A	seconds
5,8,9,12	5,8,9,12	34	5	8	9	0	12	0	0	32658	805ec1296a28d99640dc86b7da5ec90cf0477cdc75f7e0ca093a120163ec5749	6188	202087704	623776884	81999256	81999256	0	UNSAT					82.536521
5,8,10,10	10,10,8,5	33	10	10	8	0	5	0	0	41071	b42dce9d65b8f6f8893b48135f05c02e8934c75e726e70c4bf39651ee0525b8e	6188	254147348	1245302781	171631859	171631859	3029	UNSAT					163.863072
5,8,10,11	6,7,9,12	34	6	7	9	0	12	0	0	52248	92aaa45aaed584f5730f34bb1ac3a1ebc47d3e64c12a2ac0853d9ef471a85ee9	6188	323310624	1590232032	227439509	227439509	14	UNSAT					227.017901
5,9,6,6	6,6,9,5	26	6	6	9	0	5	0	0	16709	c182274ba7fe99b027b1c8ea916f5051babd877714befee54afb1233c9edaca8	6188	103395292	0	0	0	0	UNSAT					0.056570
5,9,6,7	6,7,9,5	27	6	7	9	0	5	0	0	52248	92aaa45aaed584f5730f34bb1ac3a1ebc47d3e64c12a2ac0853d9ef471a85ee9	6188	323310624	0	0	0	0	UNSAT					0.175574
5,9,6,8	5,9,8,6	28	5	9	8	0	6	0	0	32658	9b15bf2e5985d1507ff168826f215f2ebea0a891a417de1cd0a31ba47bb9f4bb	12376	404175408	61	2	2	0	UNSAT					0.105762
5,9,6,9	5,9,9,6	29	5	9	9	0	6	0	0	32658	9b15bf2e5985d1507ff168826f215f2ebea0a891a417de1cd0a31ba47bb9f4bb	12376	404175408	61	2	2	0	UNSAT					0.097164
5,9,6,10	6,10,9,5	30	6	10	9	0	5	0	0	52248	d3d042f131808ac7e213543d0e368bf1d6ca7bd775e0016bf2e6aee3ef2fcc9a	6188	323310624	664	27	27	0	UNSAT					0.176699
5,9,6,11	6,11,9,5	31	6	11	9	0	5	0	0	33320	4040d378887e89b41e6a72928fa5de2ba1e46909662d9ab373d4dd11f8f21c96	6188	206184160	5285	246	246	0	UNSAT					0.111262
5,9,6,12	6,12,9,5	32	6	12	9	0	5	0	0	16660	c221a0228eb60554db03bf29bd8eff553793528ba2f5711042bff4b62f03d1af	6188	103092080	26930	1488	1488	0	UNSAT					0.057074
