canonical	oriented	S	r	c	d0	d1	a0	a1	sign	pair_orbits	A_per_orbit	A_checked	triple_pass	dfs_calls	dfs_nodes	result	seconds
6,7,1,5,1,6	6,7,1,5,1,6	26	6	7	1	5	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.068691
6,7,1,5,1,6	6,7,5,1,6,1	26	6	7	5	1	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.075101
6,7,1,5,2,5	6,7,2,5,1,5	26	6	7	2	5	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.116503
6,7,1,5,2,5	6,7,5,2,5,1	26	6	7	5	2	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.108684
6,7,1,5,3,4	6,7,3,4,1,5	26	6	7	3	4	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.112888
6,7,1,5,3,4	6,7,4,3,5,1	26	6	7	4	3	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.109260
6,7,1,6,2,4	6,7,2,4,1,6	26	6	7	2	4	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.069781
6,7,1,6,2,4	6,7,4,2,6,1	26	6	7	4	2	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.069081
6,7,1,6,3,3	6,7,3,3,1,6	26	6	7	3	3	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.049124
6,7,1,6,3,3	6,7,3,3,6,1	26	6	7	3	3	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.071763
6,7,2,4,2,5	6,7,2,4,2,5	26	6	7	2	4	2	5	0	45996	1568	72121728	0	0	0	UNSAT	0.340873
6,7,2,4,2,5	6,7,4,2,5,2	26	6	7	4	2	5	2	0	45996	1568	72121728	0	0	0	UNSAT	0.405271
6,7,2,4,3,4	6,7,3,4,2,4	26	6	7	3	4	2	4	0	45996	1960	90152160	0	0	0	UNSAT	0.581785
6,7,2,4,3,4	6,7,4,3,4,2	26	6	7	4	3	4	2	0	45996	1960	90152160	0	0	0	UNSAT	0.556317
6,7,2,4,4,3	6,7,3,4,4,2	26	6	7	3	4	4	2	0	45996	1960	90152160	0	0	0	UNSAT	0.522913
6,7,2,4,4,3	6,7,4,3,2,4	26	6	7	4	3	2	4	0	45996	1960	90152160	0	0	0	UNSAT	0.489411
6,7,2,5,3,3	6,7,3,3,2,5	26	6	7	3	3	2	5	0	45996	1568	72121728	0	0	0	UNSAT	0.409089
6,7,2,5,3,3	6,7,3,3,5,2	26	6	7	3	3	5	2	0	45996	1568	72121728	0	0	0	UNSAT	0.420909
6,7,3,3,3,4	6,7,3,4,3,3	26	6	7	3	4	3	3	0	45996	3136	144243456	0	0	0	UNSAT	0.711393
6,7,3,3,3,4	6,7,4,3,3,3	26	6	7	4	3	3	3	0	45996	3136	144243456	0	0	0	UNSAT	0.849277
6,8,0,6,0,6	6,8,0,6,0,6	26	6	8	0	6	0	6	1	31484	28	881552	0	0	0	UNSAT	0.010691
6,8,0,6,0,6	6,8,6,0,6,0	26	6	8	6	0	6	0	1	31484	28	881552	0	0	0	UNSAT	0.011384
6,8,0,6,1,5	6,8,1,5,0,6	26	6	8	1	5	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.017528
6,8,0,6,1,5	6,8,5,1,6,0	26	6	8	5	1	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.017356
6,8,0,6,2,4	6,8,2,4,0,6	26	6	8	2	4	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.038022
6,8,0,6,2,4	6,8,4,2,6,0	26	6	8	4	2	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.019723
6,8,0,6,3,3	6,8,3,3,0,6	26	6	8	3	3	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.020627
6,8,0,6,3,3	6,8,3,3,6,0	26	6	8	3	3	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.019744
6,8,1,5,1,5	6,8,1,5,1,5	26	6	8	1	5	1	5	1	31484	448	14104832	0	0	0	UNSAT	0.096310
6,8,1,5,1,5	6,8,5,1,5,1	26	6	8	5	1	5	1	1	31484	448	14104832	0	0	0	UNSAT	0.092265
6,8,1,5,2,4	6,8,2,4,1,5	26	6	8	2	4	1	5	0	52292	448	23426816	0	0	0	UNSAT	0.149872
6,8,1,5,2,4	6,8,4,2,5,1	26	6	8	4	2	5	1	0	52292	448	23426816	0	0	0	UNSAT	0.119296
6,8,1,5,3,3	6,8,3,3,1,5	26	6	8	3	3	1	5	0	52292	448	23426816	0	0	0	UNSAT	0.120084
6,8,1,5,3,3	6,8,3,3,5,1	26	6	8	3	3	5	1	0	52292	448	23426816	0	0	0	UNSAT	0.125102
6,8,2,4,2,4	6,8,2,4,2,4	26	6	8	2	4	2	4	1	31484	1960	61708640	0	0	0	UNSAT	0.354841
6,8,2,4,2,4	6,8,4,2,4,2	26	6	8	4	2	4	2	1	31484	1960	61708640	0	0	0	UNSAT	0.319729
6,8,2,4,3,3	6,8,3,3,2,4	26	6	8	3	3	2	4	0	52292	1960	102492320	0	0	0	UNSAT	0.572255
6,8,2,4,3,3	6,8,3,3,4,2	26	6	8	3	3	4	2	0	52292	1960	102492320	0	0	0	UNSAT	0.519436
6,8,3,3,3,3	6,8,3,3,3,3	26	6	8	3	3	3	3	1	31484	3136	98733824	0	0	0	UNSAT	0.605993
7,7,0,5,0,7	7,7,0,5,0,7	26	7	7	0	5	0	7	0	32666	8	261328	4	0	0	UNSAT	0.010543
7,7,0,5,0,7	7,7,5,0,7,0	26	7	7	5	0	7	0	0	32666	8	261328	229	0	0	UNSAT	0.010680
7,7,0,5,1,6	7,7,1,6,0,5	26	7	7	1	6	0	5	0	32666	56	1829296	0	0	0	UNSAT	0.038668
7,7,0,5,1,6	7,7,6,1,5,0	26	7	7	6	1	5	0	0	32666	56	1829296	0	0	0	UNSAT	0.016798
7,7,0,5,2,5	7,7,2,5,0,5	26	7	7	2	5	0	5	0	32666	56	1829296	0	0	0	UNSAT	0.016757
7,7,0,5,2,5	7,7,5,2,5,0	26	7	7	5	2	5	0	0	32666	56	1829296	0	0	0	UNSAT	0.016731
7,7,0,5,3,4	7,7,3,4,0,5	26	7	7	3	4	0	5	0	32666	56	1829296	0	0	0	UNSAT	0.017148
7,7,0,5,3,4	7,7,4,3,5,0	26	7	7	4	3	5	0	0	32666	56	1829296	0	0	0	UNSAT	0.034373
7,7,0,6,0,6	7,7,0,6,0,6	26	7	7	0	6	0	6	1	18076	28	506128	0	0	0	UNSAT	0.006148
7,7,0,6,0,6	7,7,6,0,6,0	26	7	7	6	0	6	0	1	18076	28	506128	7	0	0	UNSAT	0.006056
7,7,0,6,1,5	7,7,1,5,0,6	26	7	7	1	5	0	6	0	32666	28	914648	0	0	0	UNSAT	0.011135
7,7,0,6,1,5	7,7,5,1,6,0	26	7	7	5	1	6	0	0	32666	28	914648	7	0	0	UNSAT	0.011119
7,7,0,6,2,4	7,7,2,4,0,6	26	7	7	2	4	0	6	0	32666	28	914648	0	0	0	UNSAT	0.011088
7,7,0,6,2,4	7,7,4,2,6,0	26	7	7	4	2	6	0	0	32666	28	914648	7	0	0	UNSAT	0.011115
7,7,0,6,3,3	7,7,3,3,0,6	26	7	7	3	3	0	6	0	32666	28	914648	0	0	0	UNSAT	0.010976
7,7,0,6,3,3	7,7,3,3,6,0	26	7	7	3	3	6	0	0	32666	28	914648	7	0	0	UNSAT	0.031683
7,7,0,7,1,4	7,7,1,4,0,7	26	7	7	1	4	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008961
7,7,0,7,1,4	7,7,4,1,7,0	26	7	7	4	1	7	0	0	32666	8	261328	229	0	0	UNSAT	0.009133
7,7,0,7,2,3	7,7,2,3,0,7	26	7	7	2	3	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008667
7,7,0,7,2,3	7,7,3,2,7,0	26	7	7	3	2	7	0	0	32666	8	261328	229	0	0	UNSAT	0.009351
7,7,1,4,1,6	7,7,1,4,1,6	26	7	7	1	4	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.059943
7,7,1,4,1,6	7,7,4,1,6,1	26	7	7	4	1	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.053912
7,7,1,4,2,5	7,7,2,5,1,4	26	7	7	2	5	1	4	0	32666	560	18292960	0	0	0	UNSAT	0.157596
7,7,1,4,2,5	7,7,5,2,4,1	26	7	7	5	2	4	1	0	32666	560	18292960	0	0	0	UNSAT	0.128867
7,7,1,4,3,4	7,7,3,4,1,4	26	7	7	3	4	1	4	0	32666	560	18292960	0	0	0	UNSAT	0.120049
7,7,1,4,3,4	7,7,4,3,4,1	26	7	7	4	3	4	1	0	32666	560	18292960	0	0	0	UNSAT	0.107823
7,7,1,5,1,5	7,7,1,5,1,5	26	7	7	1	5	1	5	1	18076	448	8098048	0	0	0	UNSAT	0.065781
7,7,1,5,1,5	7,7,5,1,5,1	26	7	7	5	1	5	1	1	18076	448	8098048	0	0	0	UNSAT	0.072109
7,7,1,5,2,4	7,7,2,4,1,5	26	7	7	2	4	1	5	0	32666	448	14634368	0	0	0	UNSAT	0.109614
7,7,1,5,2,4	7,7,4,2,5,1	26	7	7	4	2	5	1	0	32666	448	14634368	0	0	0	UNSAT	0.094858
7,7,1,5,3,3	7,7,3,3,1,5	26	7	7	3	3	1	5	0	32666	448	14634368	0	0	0	UNSAT	0.091196
7,7,1,5,3,3	7,7,3,3,5,1	26	7	7	3	3	5	1	0	32666	448	14634368	0	0	0	UNSAT	0.070369
7,7,1,6,2,3	7,7,2,3,1,6	26	7	7	2	3	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.065416
7,7,1,6,2,3	7,7,3,2,6,1	26	7	7	3	2	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.071524
7,7,2,3,2,5	7,7,2,3,2,5	26	7	7	2	3	2	5	0	32666	1568	51220288	19	0	0	UNSAT	0.294240
7,7,2,3,2,5	7,7,3,2,5,2	26	7	7	3	2	5	2	0	32666	1568	51220288	18	0	0	UNSAT	0.254888
7,7,2,3,3,4	7,7,3,4,2,3	26	7	7	3	4	2	3	0	32666	1568	51220288	0	0	0	UNSAT	0.267060
7,7,2,3,3,4	7,7,4,3,3,2	26	7	7	4	3	3	2	0	32666	1568	51220288	0	0	0	UNSAT	0.283165
7,7,2,3,4,3	7,7,3,4,3,2	26	7	7	3	4	3	2	0	32666	1568	51220288	0	0	0	UNSAT	0.258114
7,7,2,3,4,3	7,7,4,3,2,3	26	7	7	4	3	2	3	0	32666	1568	51220288	0	0	0	UNSAT	0.271752
7,7,2,4,2,4	7,7,2,4,2,4	26	7	7	2	4	2	4	1	18076	1960	35428960	0	0	0	UNSAT	0.203405
7,7,2,4,2,4	7,7,4,2,4,2	26	7	7	4	2	4	2	1	18076	1960	35428960	0	0	0	UNSAT	0.256397
7,7,2,4,3,3	7,7,3,3,2,4	26	7	7	3	3	2	4	0	32666	1960	64025360	1	0	0	UNSAT	0.372818
7,7,2,4,3,3	7,7,3,3,4,2	26	7	7	3	3	4	2	0	32666	1960	64025360	0	0	0	UNSAT	0.381061
7,7,3,3,3,3	7,7,3,3,3,3	26	7	7	3	3	3	3	1	18076	3136	56686336	2	0	0	UNSAT	0.390636
7,8,0,5,0,6	7,8,0,5,0,6	26	7	8	0	5	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.032250
7,8,0,5,0,6	7,8,5,0,6,0	26	7	8	5	0	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.047826
7,8,0,5,1,5	7,8,1,5,0,5	26	7	8	1	5	0	5	0	73663	56	4125128	0	0	0	UNSAT	0.034216
7,8,0,5,1,5	7,8,5,1,5,0	26	7	8	5	1	5	0	0	73663	56	4125128	0	0	0	UNSAT	0.057347
7,8,0,5,2,4	7,8,2,4,0,5	26	7	8	2	4	0	5	0	73663	56	4125128	0	0	0	UNSAT	0.040089
7,8,0,5,2,4	7,8,4,2,5,0	26	7	8	4	2	5	0	0	73663	56	4125128	0	0	0	UNSAT	0.056229
7,8,0,6,1,4	7,8,1,4,0,6	26	7	8	1	4	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.032443
7,8,0,6,1,4	7,8,4,1,6,0	26	7	8	4	1	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.026238
7,8,0,6,2,3	7,8,2,3,0,6	26	7	8	2	3	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.048045
7,8,0,6,2,3	7,8,3,2,6,0	26	7	8	3	2	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.028967
7,8,1,4,1,5	7,8,1,4,1,5	26	7	8	1	4	1	5	0	73663	448	33001024	0	0	0	UNSAT	0.221627
7,8,1,4,1,5	7,8,4,1,5,1	26	7	8	4	1	5	1	0	73663	448	33001024	0	0	0	UNSAT	0.233761
7,8,1,4,2,4	7,8,2,4,1,4	26	7	8	2	4	1	4	0	73663	560	41251280	0	0	0	UNSAT	0.295409
7,8,1,4,2,4	7,8,4,2,4,1	26	7	8	4	2	4	1	0	73663	560	41251280	0	0	0	UNSAT	0.306302
7,8,1,5,2,3	7,8,2,3,1,5	26	7	8	2	3	1	5	0	73663	448	33001024	0	0	0	UNSAT	0.206104
7,8,1,5,2,3	7,8,3,2,5,1	26	7	8	3	2	5	1	0	73663	448	33001024	0	0	0	UNSAT	0.207061
5,7,0,7,0,8	5,7,0,7,0,8	27	5	7	0	7	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005782
5,7,0,7,0,8	5,7,7,0,8,0	27	5	7	7	0	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005958
5,7,0,7,1,7	5,7,1,7,0,7	27	5	7	1	7	0	7	0	24985	8	199880	0	0	0	UNSAT	0.006709
5,7,0,7,1,7	5,7,7,1,7,0	27	5	7	7	1	7	0	0	24985	8	199880	0	0	0	UNSAT	0.006451
5,7,0,7,2,6	5,7,2,6,0,7	27	5	7	2	6	0	7	0	24985	8	199880	0	0	0	UNSAT	0.006409
5,7,0,7,2,6	5,7,6,2,7,0	27	5	7	6	2	7	0	0	24985	8	199880	0	0	0	UNSAT	0.013936
5,7,0,7,3,5	5,7,3,5,0,7	27	5	7	3	5	0	7	0	24985	8	199880	0	0	0	UNSAT	0.006414
5,7,0,7,3,5	5,7,5,3,7,0	27	5	7	5	3	7	0	0	24985	8	199880	0	0	0	UNSAT	0.028006
5,7,0,8,1,6	5,7,1,6,0,8	27	5	7	1	6	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005938
5,7,0,8,1,6	5,7,6,1,8,0	27	5	7	6	1	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005743
5,7,0,8,2,5	5,7,2,5,0,8	27	5	7	2	5	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005752
5,7,0,8,2,5	5,7,5,2,8,0	27	5	7	5	2	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005788
5,7,0,8,3,4	5,7,3,4,0,8	27	5	7	3	4	0	8	0	24985	1	24985	0	0	0	UNSAT	0.007117
5,7,0,8,3,4	5,7,4,3,8,0	27	5	7	4	3	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005712
5,7,1,6,1,7	5,7,1,6,1,7	27	5	7	1	6	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.011611
5,7,1,6,1,7	5,7,6,1,7,1	27	5	7	6	1	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.012004
5,7,1,6,2,6	5,7,2,6,1,6	27	5	7	2	6	1	6	0	24985	224	5596640	0	0	0	UNSAT	0.051558
5,7,1,6,2,6	5,7,6,2,6,1	27	5	7	6	2	6	1	0	24985	224	5596640	0	0	0	UNSAT	0.031795
5,7,1,6,3,5	5,7,3,5,1,6	27	5	7	3	5	1	6	0	24985	224	5596640	0	0	0	UNSAT	0.033129
5,7,1,6,3,5	5,7,5,3,6,1	27	5	7	5	3	6	1	0	24985	224	5596640	0	0	0	UNSAT	0.051083
5,7,1,7,2,5	5,7,2,5,1,7	27	5	7	2	5	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.013493
5,7,1,7,2,5	5,7,5,2,7,1	27	5	7	5	2	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.013498
5,7,1,7,3,4	5,7,3,4,1,7	27	5	7	3	4	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.012500
5,7,1,7,3,4	5,7,4,3,7,1	27	5	7	4	3	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.032789
5,7,2,5,2,6	5,7,2,5,2,6	27	5	7	2	5	2	6	0	24985	784	19588240	0	0	0	UNSAT	0.123174
5,7,2,5,2,6	5,7,5,2,6,2	27	5	7	5	2	6	2	0	24985	784	19588240	0	0	0	UNSAT	0.108396
5,7,2,5,3,5	5,7,3,5,2,5	27	5	7	3	5	2	5	0	24985	1568	39176480	0	0	0	UNSAT	0.233113
5,7,2,5,3,5	5,7,5,3,5,2	27	5	7	5	3	5	2	0	24985	1568	39176480	0	0	0	UNSAT	0.235215
5,7,2,6,3,4	5,7,3,4,2,6	27	5	7	3	4	2	6	0	24985	784	19588240	0	0	0	UNSAT	0.108210
5,7,2,6,3,4	5,7,4,3,6,2	27	5	7	4	3	6	2	0	24985	784	19588240	0	0	0	UNSAT	0.122988
5,7,3,4,3,5	5,7,3,4,3,5	27	5	7	3	4	3	5	0	24985	3136	78352960	0	0	0	UNSAT	0.410319
5,7,3,4,3,5	5,7,4,3,5,3	27	5	7	4	3	5	3	0	24985	3136	78352960	0	0	0	UNSAT	0.482863
5,8,0,7,0,7	5,8,0,7,0,7	27	5	8	0	7	0	7	1	16655	8	133240	0	0	0	UNSAT	0.005089
5,8,0,7,0,7	5,8,7,0,7,0	27	5	8	7	0	7	0	1	16655	8	133240	0	0	0	UNSAT	0.004682
5,8,0,7,1,6	5,8,1,6,0,7	27	5	8	1	6	0	7	0	28365	8	226920	0	0	0	UNSAT	0.007480
5,8,0,7,1,6	5,8,6,1,7,0	27	5	8	6	1	7	0	0	28365	8	226920	0	0	0	UNSAT	0.007889
5,8,0,7,2,5	5,8,2,5,0,7	27	5	8	2	5	0	7	0	28365	8	226920	0	0	0	UNSAT	0.008086
5,8,0,7,2,5	5,8,5,2,7,0	27	5	8	5	2	7	0	0	28365	8	226920	0	0	0	UNSAT	0.008226
5,8,0,7,3,4	5,8,3,4,0,7	27	5	8	3	4	0	7	0	28365	8	226920	0	0	0	UNSAT	0.033779
5,8,0,7,3,4	5,8,4,3,7,0	27	5	8	4	3	7	0	0	28365	8	226920	0	0	0	UNSAT	0.008233
5,8,1,6,1,6	5,8,1,6,1,6	27	5	8	1	6	1	6	1	16655	224	3730720	0	0	0	UNSAT	0.021704
5,8,1,6,1,6	5,8,6,1,6,1	27	5	8	6	1	6	1	1	16655	224	3730720	0	0	0	UNSAT	0.021403
5,8,1,6,2,5	5,8,2,5,1,6	27	5	8	2	5	1	6	0	28365	224	6353760	0	0	0	UNSAT	0.051186
5,8,1,6,2,5	5,8,5,2,6,1	27	5	8	5	2	6	1	0	28365	224	6353760	0	0	0	UNSAT	0.034139
5,8,1,6,3,4	5,8,3,4,1,6	27	5	8	3	4	1	6	0	28365	224	6353760	0	0	0	UNSAT	0.062713
5,8,1,6,3,4	5,8,4,3,6,1	27	5	8	4	3	6	1	0	28365	224	6353760	0	0	0	UNSAT	0.036335
5,8,2,5,2,5	5,8,2,5,2,5	27	5	8	2	5	2	5	1	16655	1568	26115040	0	0	0	UNSAT	0.126381
5,8,2,5,2,5	5,8,5,2,5,2	27	5	8	5	2	5	2	1	16655	1568	26115040	0	0	0	UNSAT	0.151336
5,8,2,5,3,4	5,8,3,4,2,5	27	5	8	3	4	2	5	0	28365	1568	44476320	0	0	0	UNSAT	0.222194
5,8,2,5,3,4	5,8,4,3,5,2	27	5	8	4	3	5	2	0	28365	1568	44476320	0	0	0	UNSAT	0.268656
5,8,3,4,3,4	5,8,3,4,3,4	27	5	8	3	4	3	4	1	16655	3920	65287600	0	0	0	UNSAT	0.326715
5,8,3,4,3,4	5,8,4,3,4,3	27	5	8	4	3	4	3	1	16655	3920	65287600	0	0	0	UNSAT	0.317820
6,6,0,7,0,8	6,6,0,7,0,8	27	6	6	0	7	0	8	0	16496	1	16496	0	0	0	UNSAT	0.004447
6,6,0,7,0,8	6,6,7,0,8,0	27	6	6	7	0	8	0	0	16496	1	16496	0	0	0	UNSAT	0.004008
6,6,0,7,1,7	6,6,1,7,0,7	27	6	6	1	7	0	7	0	16496	8	131968	0	0	0	UNSAT	0.004412
6,6,0,7,1,7	6,6,7,1,7,0	27	6	6	7	1	7	0	0	16496	8	131968	0	0	0	UNSAT	0.004436
6,6,0,7,2,6	6,6,2,6,0,7	27	6	6	2	6	0	7	0	16496	8	131968	0	0	0	UNSAT	0.004330
6,6,0,7,2,6	6,6,6,2,7,0	27	6	6	6	2	7	0	0	16496	8	131968	0	0	0	UNSAT	0.028230
6,6,0,7,3,5	6,6,3,5,0,7	27	6	6	3	5	0	7	0	16496	8	131968	0	0	0	UNSAT	0.004428
6,6,0,7,3,5	6,6,5,3,7,0	27	6	6	5	3	7	0	0	16496	8	131968	0	0	0	UNSAT	0.004393
6,6,0,7,4,4	6,6,4,4,0,7	27	6	6	4	4	0	7	0	16496	8	131968	0	0	0	UNSAT	0.004943
6,6,0,7,4,4	6,6,4,4,7,0	27	6	6	4	4	7	0	0	16496	8	131968	0	0	0	UNSAT	0.009445
6,6,0,8,1,6	6,6,1,6,0,8	27	6	6	1	6	0	8	0	16496	1	16496	0	0	0	UNSAT	0.005173
6,6,0,8,1,6	6,6,6,1,8,0	27	6	6	6	1	8	0	0	16496	1	16496	0	0	0	UNSAT	0.004287
6,6,0,8,2,5	6,6,2,5,0,8	27	6	6	2	5	0	8	0	16496	1	16496	0	0	0	UNSAT	0.004343
6,6,0,8,2,5	6,6,5,2,8,0	27	6	6	5	2	8	0	0	16496	1	16496	0	0	0	UNSAT	0.004304
6,6,0,8,3,4	6,6,3,4,0,8	27	6	6	3	4	0	8	0	16496	1	16496	0	0	0	UNSAT	0.004362
6,6,0,8,3,4	6,6,4,3,8,0	27	6	6	4	3	8	0	0	16496	1	16496	0	0	0	UNSAT	0.004342
6,6,1,6,1,7	6,6,1,6,1,7	27	6	6	1	6	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.009195
6,6,1,6,1,7	6,6,6,1,7,1	27	6	6	6	1	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.009286
6,6,1,6,2,6	6,6,2,6,1,6	27	6	6	2	6	1	6	0	16496	224	3695104	0	0	0	UNSAT	0.038124
6,6,1,6,2,6	6,6,6,2,6,1	27	6	6	6	2	6	1	0	16496	224	3695104	0	0	0	UNSAT	0.017649
6,6,1,6,3,5	6,6,3,5,1,6	27	6	6	3	5	1	6	0	16496	224	3695104	0	0	0	UNSAT	0.020511
6,6,1,6,3,5	6,6,5,3,6,1	27	6	6	5	3	6	1	0	16496	224	3695104	0	0	0	UNSAT	0.017739
6,6,1,6,4,4	6,6,4,4,1,6	27	6	6	4	4	1	6	0	16496	224	3695104	0	0	0	UNSAT	0.038055
6,6,1,6,4,4	6,6,4,4,6,1	27	6	6	4	4	6	1	0	16496	224	3695104	0	0	0	UNSAT	0.017689
6,6,1,7,2,5	6,6,2,5,1,7	27	6	6	2	5	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.008130
6,6,1,7,2,5	6,6,5,2,7,1	27	6	6	5	2	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.007829
6,6,1,7,3,4	6,6,3,4,1,7	27	6	6	3	4	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.007794
6,6,1,7,3,4	6,6,4,3,7,1	27	6	6	4	3	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.007890
6,6,2,5,2,6	6,6,2,5,2,6	27	6	6	2	5	2	6	0	16496	784	12932864	0	0	0	UNSAT	0.081141
6,6,2,5,2,6	6,6,5,2,6,2	27	6	6	5	2	6	2	0	16496	784	12932864	0	0	0	UNSAT	0.085155
6,6,2,5,3,5	6,6,3,5,2,5	27	6	6	3	5	2	5	0	16496	1568	25865728	0	0	0	UNSAT	0.128522
6,6,2,5,3,5	6,6,5,3,5,2	27	6	6	5	3	5	2	0	16496	1568	25865728	0	0	0	UNSAT	0.121751
6,6,2,5,4,4	6,6,4,4,2,5	27	6	6	4	4	2	5	0	16496	1568	25865728	0	0	0	UNSAT	0.152370
6,6,2,5,4,4	6,6,4,4,5,2	27	6	6	4	4	5	2	0	16496	1568	25865728	0	0	0	UNSAT	0.131031
6,6,2,6,3,4	6,6,3,4,2,6	27	6	6	3	4	2	6	0	16496	784	12932864	0	0	0	UNSAT	0.078082
6,6,2,6,3,4	6,6,4,3,6,2	27	6	6	4	3	6	2	0	16496	784	12932864	0	0	0	UNSAT	0.078166
6,6,3,4,3,5	6,6,3,4,3,5	27	6	6	3	4	3	5	0	16496	3136	51731456	0	0	0	UNSAT	0.263873
6,6,3,4,3,5	6,6,4,3,5,3	27	6	6	4	3	5	3	0	16496	3136	51731456	0	0	0	UNSAT	0.277419
6,6,3,4,4,4	6,6,4,4,3,4	27	6	6	4	4	3	4	0	16496	3920	64664320	0	0	0	UNSAT	0.324161
6,6,3,4,4,4	6,6,4,4,4,3	27	6	6	4	4	4	3	0	16496	3920	64664320	0	0	0	UNSAT	0.329944
6,7,0,6,0,8	6,7,0,6,0,8	27	6	7	0	6	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010633
6,7,0,6,0,8	6,7,6,0,8,0	27	6	7	6	0	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010559
6,7,0,6,1,7	6,7,1,7,0,6	27	6	7	1	7	0	6	0	45996	28	1287888	0	0	0	UNSAT	0.015287
6,7,0,6,1,7	6,7,7,1,6,0	27	6	7	7	1	6	0	0	45996	28	1287888	0	0	0	UNSAT	0.015298
6,7,0,6,2,6	6,7,2,6,0,6	27	6	7	2	6	0	6	0	45996	28	1287888	0	0	0	UNSAT	0.015713
6,7,0,6,2,6	6,7,6,2,6,0	27	6	7	6	2	6	0	0	45996	28	1287888	0	0	0	UNSAT	0.037143
6,7,0,6,3,5	6,7,3,5,0,6	27	6	7	3	5	0	6	0	45996	28	1287888	0	0	0	UNSAT	0.017301
6,7,0,6,3,5	6,7,5,3,6,0	27	6	7	5	3	6	0	0	45996	28	1287888	0	0	0	UNSAT	0.017602
6,7,0,6,4,4	6,7,4,4,0,6	27	6	7	4	4	0	6	0	45996	28	1287888	0	0	0	UNSAT	0.017747
6,7,0,6,4,4	6,7,4,4,6,0	27	6	7	4	4	6	0	0	45996	28	1287888	0	0	0	UNSAT	0.016925
6,7,0,7,0,7	6,7,0,7,0,7	27	6	7	0	7	0	7	1	26876	8	215008	0	0	0	UNSAT	0.036658
6,7,0,7,0,7	6,7,7,0,7,0	27	6	7	7	0	7	0	1	26876	8	215008	6	0	0	UNSAT	0.007135
6,7,0,7,1,6	6,7,1,6,0,7	27	6	7	1	6	0	7	0	45996	8	367968	0	0	0	UNSAT	0.012735
6,7,0,7,1,6	6,7,6,1,7,0	27	6	7	6	1	7	0	0	45996	8	367968	6	0	0	UNSAT	0.013178
6,7,0,7,2,5	6,7,2,5,0,7	27	6	7	2	5	0	7	0	45996	8	367968	0	0	0	UNSAT	0.013146
6,7,0,7,2,5	6,7,5,2,7,0	27	6	7	5	2	7	0	0	45996	8	367968	6	0	0	UNSAT	0.013154
6,7,0,7,3,4	6,7,3,4,0,7	27	6	7	3	4	0	7	0	45996	8	367968	0	0	0	UNSAT	0.031338
6,7,0,7,3,4	6,7,4,3,7,0	27	6	7	4	3	7	0	0	45996	8	367968	6	0	0	UNSAT	0.012585
6,7,0,8,1,5	6,7,1,5,0,8	27	6	7	1	5	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010857
