canonical	oriented	S	r	c	d0	d1	a0	a1	sign	pair_orbits	A_per_orbit	A_checked	triple_pass	dfs_calls	dfs_nodes	result	seconds
6,7,1,5,1,6	6,7,1,5,1,6	26	6	7	1	5	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.074322
6,7,1,5,1,6	6,7,5,1,6,1	26	6	7	5	1	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.055192
6,7,1,5,2,5	6,7,2,5,1,5	26	6	7	2	5	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.143427
6,7,1,5,2,5	6,7,5,2,5,1	26	6	7	5	2	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.117609
6,7,1,5,3,4	6,7,3,4,1,5	26	6	7	3	4	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.129383
6,7,1,5,3,4	6,7,4,3,5,1	26	6	7	4	3	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.153508
6,7,1,6,2,4	6,7,2,4,1,6	26	6	7	2	4	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.069767
6,7,1,6,2,4	6,7,4,2,6,1	26	6	7	4	2	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.068002
6,7,1,6,3,3	6,7,3,3,1,6	26	6	7	3	3	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.068657
6,7,1,6,3,3	6,7,3,3,6,1	26	6	7	3	3	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.063366
6,7,2,4,2,5	6,7,2,4,2,5	26	6	7	2	4	2	5	0	45996	1568	72121728	0	0	0	UNSAT	0.430434
6,7,2,4,2,5	6,7,4,2,5,2	26	6	7	4	2	5	2	0	45996	1568	72121728	0	0	0	UNSAT	0.451430
6,7,2,4,3,4	6,7,3,4,2,4	26	6	7	3	4	2	4	0	45996	1960	90152160	0	0	0	UNSAT	0.589146
6,7,2,4,3,4	6,7,4,3,4,2	26	6	7	4	3	4	2	0	45996	1960	90152160	0	0	0	UNSAT	0.516529
6,7,2,4,4,3	6,7,3,4,4,2	26	6	7	3	4	4	2	0	45996	1960	90152160	0	0	0	UNSAT	0.642440
6,7,2,4,4,3	6,7,4,3,2,4	26	6	7	4	3	2	4	0	45996	1960	90152160	0	0	0	UNSAT	0.541987
6,7,2,5,3,3	6,7,3,3,2,5	26	6	7	3	3	2	5	0	45996	1568	72121728	0	0	0	UNSAT	0.485130
6,7,2,5,3,3	6,7,3,3,5,2	26	6	7	3	3	5	2	0	45996	1568	72121728	0	0	0	UNSAT	0.424303
6,7,3,3,3,4	6,7,3,4,3,3	26	6	7	3	4	3	3	0	45996	3136	144243456	0	0	0	UNSAT	0.784588
6,7,3,3,3,4	6,7,4,3,3,3	26	6	7	4	3	3	3	0	45996	3136	144243456	0	0	0	UNSAT	0.793706
6,8,0,6,0,6	6,8,0,6,0,6	26	6	8	0	6	0	6	1	31484	28	881552	0	0	0	UNSAT	0.013478
6,8,0,6,0,6	6,8,6,0,6,0	26	6	8	6	0	6	0	1	31484	28	881552	0	0	0	UNSAT	0.013876
6,8,0,6,1,5	6,8,1,5,0,6	26	6	8	1	5	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.041362
6,8,0,6,1,5	6,8,5,1,6,0	26	6	8	5	1	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.022479
6,8,0,6,2,4	6,8,2,4,0,6	26	6	8	2	4	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.022061
6,8,0,6,2,4	6,8,4,2,6,0	26	6	8	4	2	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.020893
6,8,0,6,3,3	6,8,3,3,0,6	26	6	8	3	3	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.038111
6,8,0,6,3,3	6,8,3,3,6,0	26	6	8	3	3	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.022290
6,8,1,5,1,5	6,8,1,5,1,5	26	6	8	1	5	1	5	1	31484	448	14104832	0	0	0	UNSAT	0.106112
6,8,1,5,1,5	6,8,5,1,5,1	26	6	8	5	1	5	1	1	31484	448	14104832	0	0	0	UNSAT	0.096164
6,8,1,5,2,4	6,8,2,4,1,5	26	6	8	2	4	1	5	0	52292	448	23426816	0	0	0	UNSAT	0.142519
6,8,1,5,2,4	6,8,4,2,5,1	26	6	8	4	2	5	1	0	52292	448	23426816	0	0	0	UNSAT	0.148288
6,8,1,5,3,3	6,8,3,3,1,5	26	6	8	3	3	1	5	0	52292	448	23426816	0	0	0	UNSAT	0.139670
6,8,1,5,3,3	6,8,3,3,5,1	26	6	8	3	3	5	1	0	52292	448	23426816	0	0	0	UNSAT	0.140332
6,8,2,4,2,4	6,8,2,4,2,4	26	6	8	2	4	2	4	1	31484	1960	61708640	0	0	0	UNSAT	0.326629
6,8,2,4,2,4	6,8,4,2,4,2	26	6	8	4	2	4	2	1	31484	1960	61708640	0	0	0	UNSAT	0.311315
6,8,2,4,3,3	6,8,3,3,2,4	26	6	8	3	3	2	4	0	52292	1960	102492320	0	0	0	UNSAT	0.666555
6,8,2,4,3,3	6,8,3,3,4,2	26	6	8	3	3	4	2	0	52292	1960	102492320	0	0	0	UNSAT	0.552146
6,8,3,3,3,3	6,8,3,3,3,3	26	6	8	3	3	3	3	1	31484	3136	98733824	0	0	0	UNSAT	0.520180
7,7,0,5,0,7	7,7,0,5,0,7	26	7	7	0	5	0	7	0	32666	8	261328	4	0	0	UNSAT	0.029158
7,7,0,5,0,7	7,7,5,0,7,0	26	7	7	5	0	7	0	0	32666	8	261328	229	0	0	UNSAT	0.010373
7,7,0,5,1,6	7,7,1,6,0,5	26	7	7	1	6	0	5	0	32666	56	1829296	0	0	0	UNSAT	0.016634
7,7,0,5,1,6	7,7,6,1,5,0	26	7	7	6	1	5	0	0	32666	56	1829296	0	0	0	UNSAT	0.016236
7,7,0,5,2,5	7,7,2,5,0,5	26	7	7	2	5	0	5	0	32666	56	1829296	0	0	0	UNSAT	0.016675
7,7,0,5,2,5	7,7,5,2,5,0	26	7	7	5	2	5	0	0	32666	56	1829296	0	0	0	UNSAT	0.034291
7,7,0,5,3,4	7,7,3,4,0,5	26	7	7	3	4	0	5	0	32666	56	1829296	0	0	0	UNSAT	0.016305
7,7,0,5,3,4	7,7,4,3,5,0	26	7	7	4	3	5	0	0	32666	56	1829296	0	0	0	UNSAT	0.016391
7,7,0,6,0,6	7,7,0,6,0,6	26	7	7	0	6	0	6	1	18076	28	506128	0	0	0	UNSAT	0.006705
7,7,0,6,0,6	7,7,6,0,6,0	26	7	7	6	0	6	0	1	18076	28	506128	7	0	0	UNSAT	0.006716
7,7,0,6,1,5	7,7,1,5,0,6	26	7	7	1	5	0	6	0	32666	28	914648	0	0	0	UNSAT	0.012059
7,7,0,6,1,5	7,7,5,1,6,0	26	7	7	5	1	6	0	0	32666	28	914648	7	0	0	UNSAT	0.011496
7,7,0,6,2,4	7,7,2,4,0,6	26	7	7	2	4	0	6	0	32666	28	914648	0	0	0	UNSAT	0.031138
7,7,0,6,2,4	7,7,4,2,6,0	26	7	7	4	2	6	0	0	32666	28	914648	7	0	0	UNSAT	0.011987
7,7,0,6,3,3	7,7,3,3,0,6	26	7	7	3	3	0	6	0	32666	28	914648	0	0	0	UNSAT	0.010602
7,7,0,6,3,3	7,7,3,3,6,0	26	7	7	3	3	6	0	0	32666	28	914648	7	0	0	UNSAT	0.011266
7,7,0,7,1,4	7,7,1,4,0,7	26	7	7	1	4	0	7	0	32666	8	261328	4	0	0	UNSAT	0.009088
7,7,0,7,1,4	7,7,4,1,7,0	26	7	7	4	1	7	0	0	32666	8	261328	229	0	0	UNSAT	0.009202
7,7,0,7,2,3	7,7,2,3,0,7	26	7	7	2	3	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008963
7,7,0,7,2,3	7,7,3,2,7,0	26	7	7	3	2	7	0	0	32666	8	261328	229	0	0	UNSAT	0.008475
7,7,1,4,1,6	7,7,1,4,1,6	26	7	7	1	4	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.061488
7,7,1,4,1,6	7,7,4,1,6,1	26	7	7	4	1	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.070760
7,7,1,4,2,5	7,7,2,5,1,4	26	7	7	2	5	1	4	0	32666	560	18292960	0	0	0	UNSAT	0.120911
7,7,1,4,2,5	7,7,5,2,4,1	26	7	7	5	2	4	1	0	32666	560	18292960	0	0	0	UNSAT	0.099592
7,7,1,4,3,4	7,7,3,4,1,4	26	7	7	3	4	1	4	0	32666	560	18292960	0	0	0	UNSAT	0.105080
7,7,1,4,3,4	7,7,4,3,4,1	26	7	7	4	3	4	1	0	32666	560	18292960	0	0	0	UNSAT	0.113078
7,7,1,5,1,5	7,7,1,5,1,5	26	7	7	1	5	1	5	1	18076	448	8098048	0	0	0	UNSAT	0.061208
7,7,1,5,1,5	7,7,5,1,5,1	26	7	7	5	1	5	1	1	18076	448	8098048	0	0	0	UNSAT	0.050805
7,7,1,5,2,4	7,7,2,4,1,5	26	7	7	2	4	1	5	0	32666	448	14634368	0	0	0	UNSAT	0.092631
7,7,1,5,2,4	7,7,4,2,5,1	26	7	7	4	2	5	1	0	32666	448	14634368	0	0	0	UNSAT	0.089598
7,7,1,5,3,3	7,7,3,3,1,5	26	7	7	3	3	1	5	0	32666	448	14634368	0	0	0	UNSAT	0.082437
7,7,1,5,3,3	7,7,3,3,5,1	26	7	7	3	3	5	1	0	32666	448	14634368	0	0	0	UNSAT	0.096710
7,7,1,6,2,3	7,7,2,3,1,6	26	7	7	2	3	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.055707
7,7,1,6,2,3	7,7,3,2,6,1	26	7	7	3	2	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.058454
7,7,2,3,2,5	7,7,2,3,2,5	26	7	7	2	3	2	5	0	32666	1568	51220288	19	0	0	UNSAT	0.289983
7,7,2,3,2,5	7,7,3,2,5,2	26	7	7	3	2	5	2	0	32666	1568	51220288	18	0	0	UNSAT	0.347108
7,7,2,3,3,4	7,7,3,4,2,3	26	7	7	3	4	2	3	0	32666	1568	51220288	0	0	0	UNSAT	0.287507
7,7,2,3,3,4	7,7,4,3,3,2	26	7	7	4	3	3	2	0	32666	1568	51220288	0	0	0	UNSAT	0.353173
7,7,2,3,4,3	7,7,3,4,3,2	26	7	7	3	4	3	2	0	32666	1568	51220288	0	0	0	UNSAT	0.343449
7,7,2,3,4,3	7,7,4,3,2,3	26	7	7	4	3	2	3	0	32666	1568	51220288	0	0	0	UNSAT	0.307881
7,7,2,4,2,4	7,7,2,4,2,4	26	7	7	2	4	2	4	1	18076	1960	35428960	0	0	0	UNSAT	0.199604
7,7,2,4,2,4	7,7,4,2,4,2	26	7	7	4	2	4	2	1	18076	1960	35428960	0	0	0	UNSAT	0.193336
7,7,2,4,3,3	7,7,3,3,2,4	26	7	7	3	3	2	4	0	32666	1960	64025360	1	0	0	UNSAT	0.447983
7,7,2,4,3,3	7,7,3,3,4,2	26	7	7	3	3	4	2	0	32666	1960	64025360	0	0	0	UNSAT	0.360324
7,7,3,3,3,3	7,7,3,3,3,3	26	7	7	3	3	3	3	1	18076	3136	56686336	2	0	0	UNSAT	0.297156
7,8,0,5,0,6	7,8,0,5,0,6	26	7	8	0	5	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.043638
7,8,0,5,0,6	7,8,5,0,6,0	26	7	8	5	0	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.023847
7,8,0,5,1,5	7,8,1,5,0,5	26	7	8	1	5	0	5	0	73663	56	4125128	0	0	0	UNSAT	0.031023
7,8,0,5,1,5	7,8,5,1,5,0	26	7	8	5	1	5	0	0	73663	56	4125128	0	0	0	UNSAT	0.051177
7,8,0,5,2,4	7,8,2,4,0,5	26	7	8	2	4	0	5	0	73663	56	4125128	0	0	0	UNSAT	0.031501
7,8,0,5,2,4	7,8,4,2,5,0	26	7	8	4	2	5	0	0	73663	56	4125128	0	0	0	UNSAT	0.031987
7,8,0,6,1,4	7,8,1,4,0,6	26	7	8	1	4	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.043498
7,8,0,6,1,4	7,8,4,1,6,0	26	7	8	4	1	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.023431
7,8,0,6,2,3	7,8,2,3,0,6	26	7	8	2	3	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.023600
7,8,0,6,2,3	7,8,3,2,6,0	26	7	8	3	2	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.043778
7,8,1,4,1,5	7,8,1,4,1,5	26	7	8	1	4	1	5	0	73663	448	33001024	0	0	0	UNSAT	0.158444
7,8,1,4,1,5	7,8,4,1,5,1	26	7	8	4	1	5	1	0	73663	448	33001024	0	0	0	UNSAT	0.196543
7,8,1,4,2,4	7,8,2,4,1,4	26	7	8	2	4	1	4	0	73663	560	41251280	0	0	0	UNSAT	0.242349
7,8,1,4,2,4	7,8,4,2,4,1	26	7	8	4	2	4	1	0	73663	560	41251280	0	0	0	UNSAT	0.224088
7,8,1,5,2,3	7,8,2,3,1,5	26	7	8	2	3	1	5	0	73663	448	33001024	0	0	0	UNSAT	0.186804
7,8,1,5,2,3	7,8,3,2,5,1	26	7	8	3	2	5	1	0	73663	448	33001024	0	0	0	UNSAT	0.196344
5,7,0,7,0,8	5,7,0,7,0,8	27	5	7	0	7	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005598
5,7,0,7,0,8	5,7,7,0,8,0	27	5	7	7	0	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005638
5,7,0,7,1,7	5,7,1,7,0,7	27	5	7	1	7	0	7	0	24985	8	199880	0	0	0	UNSAT	0.006471
5,7,0,7,1,7	5,7,7,1,7,0	27	5	7	7	1	7	0	0	24985	8	199880	0	0	0	UNSAT	0.006088
5,7,0,7,2,6	5,7,2,6,0,7	27	5	7	2	6	0	7	0	24985	8	199880	0	0	0	UNSAT	0.006257
5,7,0,7,2,6	5,7,6,2,7,0	27	5	7	6	2	7	0	0	24985	8	199880	0	0	0	UNSAT	0.006389
5,7,0,7,3,5	5,7,3,5,0,7	27	5	7	3	5	0	7	0	24985	8	199880	0	0	0	UNSAT	0.006062
5,7,0,7,3,5	5,7,5,3,7,0	27	5	7	5	3	7	0	0	24985	8	199880	0	0	0	UNSAT	0.006104
5,7,0,8,1,6	5,7,1,6,0,8	27	5	7	1	6	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005650
5,7,0,8,1,6	5,7,6,1,8,0	27	5	7	6	1	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005586
5,7,0,8,2,5	5,7,2,5,0,8	27	5	7	2	5	0	8	0	24985	1	24985	0	0	0	UNSAT	0.027357
5,7,0,8,2,5	5,7,5,2,8,0	27	5	7	5	2	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005459
5,7,0,8,3,4	5,7,3,4,0,8	27	5	7	3	4	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005397
5,7,0,8,3,4	5,7,4,3,8,0	27	5	7	4	3	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005433
5,7,1,6,1,7	5,7,1,6,1,7	27	5	7	1	6	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.011525
5,7,1,6,1,7	5,7,6,1,7,1	27	5	7	6	1	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.011564
5,7,1,6,2,6	5,7,2,6,1,6	27	5	7	2	6	1	6	0	24985	224	5596640	0	0	0	UNSAT	0.034222
5,7,1,6,2,6	5,7,6,2,6,1	27	5	7	6	2	6	1	0	24985	224	5596640	0	0	0	UNSAT	0.060073
5,7,1,6,3,5	5,7,3,5,1,6	27	5	7	3	5	1	6	0	24985	224	5596640	0	0	0	UNSAT	0.038576
5,7,1,6,3,5	5,7,5,3,6,1	27	5	7	5	3	6	1	0	24985	224	5596640	0	0	0	UNSAT	0.051275
5,7,1,7,2,5	5,7,2,5,1,7	27	5	7	2	5	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.014862
5,7,1,7,2,5	5,7,5,2,7,1	27	5	7	5	2	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.013550
5,7,1,7,3,4	5,7,3,4,1,7	27	5	7	3	4	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.011937
5,7,1,7,3,4	5,7,4,3,7,1	27	5	7	4	3	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.011440
5,7,2,5,2,6	5,7,2,5,2,6	27	5	7	2	5	2	6	0	24985	784	19588240	0	0	0	UNSAT	0.130939
5,7,2,5,2,6	5,7,5,2,6,2	27	5	7	5	2	6	2	0	24985	784	19588240	0	0	0	UNSAT	0.099228
5,7,2,5,3,5	5,7,3,5,2,5	27	5	7	3	5	2	5	0	24985	1568	39176480	0	0	0	UNSAT	0.216458
5,7,2,5,3,5	5,7,5,3,5,2	27	5	7	5	3	5	2	0	24985	1568	39176480	0	0	0	UNSAT	0.210743
5,7,2,6,3,4	5,7,3,4,2,6	27	5	7	3	4	2	6	0	24985	784	19588240	0	0	0	UNSAT	0.114015
5,7,2,6,3,4	5,7,4,3,6,2	27	5	7	4	3	6	2	0	24985	784	19588240	0	0	0	UNSAT	0.162053
5,7,3,4,3,5	5,7,3,4,3,5	27	5	7	3	4	3	5	0	24985	3136	78352960	0	0	0	UNSAT	0.490138
5,7,3,4,3,5	5,7,4,3,5,3	27	5	7	4	3	5	3	0	24985	3136	78352960	0	0	0	UNSAT	0.372674
5,8,0,7,0,7	5,8,0,7,0,7	27	5	8	0	7	0	7	1	16655	8	133240	0	0	0	UNSAT	0.004048
5,8,0,7,0,7	5,8,7,0,7,0	27	5	8	7	0	7	0	1	16655	8	133240	0	0	0	UNSAT	0.023564
5,8,0,7,1,6	5,8,1,6,0,7	27	5	8	1	6	0	7	0	28365	8	226920	0	0	0	UNSAT	0.006973
5,8,0,7,1,6	5,8,6,1,7,0	27	5	8	6	1	7	0	0	28365	8	226920	0	0	0	UNSAT	0.006894
5,8,0,7,2,5	5,8,2,5,0,7	27	5	8	2	5	0	7	0	28365	8	226920	0	0	0	UNSAT	0.006926
5,8,0,7,2,5	5,8,5,2,7,0	27	5	8	5	2	7	0	0	28365	8	226920	0	0	0	UNSAT	0.006960
5,8,0,7,3,4	5,8,3,4,0,7	27	5	8	3	4	0	7	0	28365	8	226920	0	0	0	UNSAT	0.007116
5,8,0,7,3,4	5,8,4,3,7,0	27	5	8	4	3	7	0	0	28365	8	226920	0	0	0	UNSAT	0.006900
5,8,1,6,1,6	5,8,1,6,1,6	27	5	8	1	6	1	6	1	16655	224	3730720	0	0	0	UNSAT	0.017494
5,8,1,6,1,6	5,8,6,1,6,1	27	5	8	6	1	6	1	1	16655	224	3730720	0	0	0	UNSAT	0.040068
5,8,1,6,2,5	5,8,2,5,1,6	27	5	8	2	5	1	6	0	28365	224	6353760	0	0	0	UNSAT	0.029506
5,8,1,6,2,5	5,8,5,2,6,1	27	5	8	5	2	6	1	0	28365	224	6353760	0	0	0	UNSAT	0.029768
5,8,1,6,3,4	5,8,3,4,1,6	27	5	8	3	4	1	6	0	28365	224	6353760	0	0	0	UNSAT	0.049141
5,8,1,6,3,4	5,8,4,3,6,1	27	5	8	4	3	6	1	0	28365	224	6353760	0	0	0	UNSAT	0.033140
5,8,2,5,2,5	5,8,2,5,2,5	27	5	8	2	5	2	5	1	16655	1568	26115040	0	0	0	UNSAT	0.133434
5,8,2,5,2,5	5,8,5,2,5,2	27	5	8	5	2	5	2	1	16655	1568	26115040	0	0	0	UNSAT	0.162392
5,8,2,5,3,4	5,8,3,4,2,5	27	5	8	3	4	2	5	0	28365	1568	44476320	0	0	0	UNSAT	0.222940
5,8,2,5,3,4	5,8,4,3,5,2	27	5	8	4	3	5	2	0	28365	1568	44476320	0	0	0	UNSAT	0.211696
5,8,3,4,3,4	5,8,3,4,3,4	27	5	8	3	4	3	4	1	16655	3920	65287600	0	0	0	UNSAT	0.327837
5,8,3,4,3,4	5,8,4,3,4,3	27	5	8	4	3	4	3	1	16655	3920	65287600	0	0	0	UNSAT	0.327472
6,6,0,7,0,8	6,6,0,7,0,8	27	6	6	0	7	0	8	0	16496	1	16496	0	0	0	UNSAT	0.003702
6,6,0,7,0,8	6,6,7,0,8,0	27	6	6	7	0	8	0	0	16496	1	16496	0	0	0	UNSAT	0.003674
6,6,0,7,1,7	6,6,1,7,0,7	27	6	6	1	7	0	7	0	16496	8	131968	0	0	0	UNSAT	0.004740
6,6,0,7,1,7	6,6,7,1,7,0	27	6	6	7	1	7	0	0	16496	8	131968	0	0	0	UNSAT	0.004080
6,6,0,7,2,6	6,6,2,6,0,7	27	6	6	2	6	0	7	0	16496	8	131968	0	0	0	UNSAT	0.004063
6,6,0,7,2,6	6,6,6,2,7,0	27	6	6	6	2	7	0	0	16496	8	131968	0	0	0	UNSAT	0.004427
6,6,0,7,3,5	6,6,3,5,0,7	27	6	6	3	5	0	7	0	16496	8	131968	0	0	0	UNSAT	0.004053
6,6,0,7,3,5	6,6,5,3,7,0	27	6	6	5	3	7	0	0	16496	8	131968	0	0	0	UNSAT	0.004093
6,6,0,7,4,4	6,6,4,4,0,7	27	6	6	4	4	0	7	0	16496	8	131968	0	0	0	UNSAT	0.004144
6,6,0,7,4,4	6,6,4,4,7,0	27	6	6	4	4	7	0	0	16496	8	131968	0	0	0	UNSAT	0.004065
6,6,0,8,1,6	6,6,1,6,0,8	27	6	6	1	6	0	8	0	16496	1	16496	0	0	0	UNSAT	0.003693
6,6,0,8,1,6	6,6,6,1,8,0	27	6	6	6	1	8	0	0	16496	1	16496	0	0	0	UNSAT	0.003595
6,6,0,8,2,5	6,6,2,5,0,8	27	6	6	2	5	0	8	0	16496	1	16496	0	0	0	UNSAT	0.023259
6,6,0,8,2,5	6,6,5,2,8,0	27	6	6	5	2	8	0	0	16496	1	16496	0	0	0	UNSAT	0.005614
6,6,0,8,3,4	6,6,3,4,0,8	27	6	6	3	4	0	8	0	16496	1	16496	0	0	0	UNSAT	0.004009
6,6,0,8,3,4	6,6,4,3,8,0	27	6	6	4	3	8	0	0	16496	1	16496	0	0	0	UNSAT	0.003762
6,6,1,6,1,7	6,6,1,6,1,7	27	6	6	1	6	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.007760
6,6,1,6,1,7	6,6,6,1,7,1	27	6	6	6	1	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.007864
6,6,1,6,2,6	6,6,2,6,1,6	27	6	6	2	6	1	6	0	16496	224	3695104	0	0	0	UNSAT	0.019542
6,6,1,6,2,6	6,6,6,2,6,1	27	6	6	6	2	6	1	0	16496	224	3695104	0	0	0	UNSAT	0.021180
6,6,1,6,3,5	6,6,3,5,1,6	27	6	6	3	5	1	6	0	16496	224	3695104	0	0	0	UNSAT	0.037652
6,6,1,6,3,5	6,6,5,3,6,1	27	6	6	5	3	6	1	0	16496	224	3695104	0	0	0	UNSAT	0.018294
6,6,1,6,4,4	6,6,4,4,1,6	27	6	6	4	4	1	6	0	16496	224	3695104	0	0	0	UNSAT	0.017634
6,6,1,6,4,4	6,6,4,4,6,1	27	6	6	4	4	6	1	0	16496	224	3695104	0	0	0	UNSAT	0.017677
6,6,1,7,2,5	6,6,2,5,1,7	27	6	6	2	5	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.007834
6,6,1,7,2,5	6,6,5,2,7,1	27	6	6	5	2	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.030435
6,6,1,7,3,4	6,6,3,4,1,7	27	6	6	3	4	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.007829
6,6,1,7,3,4	6,6,4,3,7,1	27	6	6	4	3	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.007772
6,6,2,5,2,6	6,6,2,5,2,6	27	6	6	2	5	2	6	0	16496	784	12932864	0	0	0	UNSAT	0.053158
6,6,2,5,2,6	6,6,5,2,6,2	27	6	6	5	2	6	2	0	16496	784	12932864	0	0	0	UNSAT	0.081542
6,6,2,5,3,5	6,6,3,5,2,5	27	6	6	3	5	2	5	0	16496	1568	25865728	0	0	0	UNSAT	0.157476
6,6,2,5,3,5	6,6,5,3,5,2	27	6	6	5	3	5	2	0	16496	1568	25865728	0	0	0	UNSAT	0.167100
6,6,2,5,4,4	6,6,4,4,2,5	27	6	6	4	4	2	5	0	16496	1568	25865728	0	0	0	UNSAT	0.173867
6,6,2,5,4,4	6,6,4,4,5,2	27	6	6	4	4	5	2	0	16496	1568	25865728	0	0	0	UNSAT	0.154611
6,6,2,6,3,4	6,6,3,4,2,6	27	6	6	3	4	2	6	0	16496	784	12932864	0	0	0	UNSAT	0.096685
6,6,2,6,3,4	6,6,4,3,6,2	27	6	6	4	3	6	2	0	16496	784	12932864	0	0	0	UNSAT	0.061974
6,6,3,4,3,5	6,6,3,4,3,5	27	6	6	3	4	3	5	0	16496	3136	51731456	0	0	0	UNSAT	0.303158
6,6,3,4,3,5	6,6,4,3,5,3	27	6	6	4	3	5	3	0	16496	3136	51731456	0	0	0	UNSAT	0.300581
6,6,3,4,4,4	6,6,4,4,3,4	27	6	6	4	4	3	4	0	16496	3920	64664320	0	0	0	UNSAT	0.352780
6,6,3,4,4,4	6,6,4,4,4,3	27	6	6	4	4	4	3	0	16496	3920	64664320	0	0	0	UNSAT	0.396860
6,7,0,6,0,8	6,7,0,6,0,8	27	6	7	0	6	0	8	0	45996	1	45996	0	0	0	UNSAT	0.011167
6,7,0,6,0,8	6,7,6,0,8,0	27	6	7	6	0	8	0	0	45996	1	45996	0	0	0	UNSAT	0.011030
6,7,0,6,1,7	6,7,1,7,0,6	27	6	7	1	7	0	6	0	45996	28	1287888	0	0	0	UNSAT	0.016807
6,7,0,6,1,7	6,7,7,1,6,0	27	6	7	7	1	6	0	0	45996	28	1287888	0	0	0	UNSAT	0.016681
6,7,0,6,2,6	6,7,2,6,0,6	27	6	7	2	6	0	6	0	45996	28	1287888	0	0	0	UNSAT	0.035464
6,7,0,6,2,6	6,7,6,2,6,0	27	6	7	6	2	6	0	0	45996	28	1287888	0	0	0	UNSAT	0.016842
6,7,0,6,3,5	6,7,3,5,0,6	27	6	7	3	5	0	6	0	45996	28	1287888	0	0	0	UNSAT	0.016646
6,7,0,6,3,5	6,7,5,3,6,0	27	6	7	5	3	6	0	0	45996	28	1287888	0	0	0	UNSAT	0.016797
6,7,0,6,4,4	6,7,4,4,0,6	27	6	7	4	4	0	6	0	45996	28	1287888	0	0	0	UNSAT	0.014673
6,7,0,6,4,4	6,7,4,4,6,0	27	6	7	4	4	6	0	0	45996	28	1287888	0	0	0	UNSAT	0.035377
6,7,0,7,0,7	6,7,0,7,0,7	27	6	7	0	7	0	7	1	26876	8	215008	0	0	0	UNSAT	0.007433
6,7,0,7,0,7	6,7,7,0,7,0	27	6	7	7	0	7	0	1	26876	8	215008	6	0	0	UNSAT	0.007323
6,7,0,7,1,6	6,7,1,6,0,7	27	6	7	1	6	0	7	0	45996	8	367968	0	0	0	UNSAT	0.012531
6,7,0,7,1,6	6,7,6,1,7,0	27	6	7	6	1	7	0	0	45996	8	367968	6	0	0	UNSAT	0.012045
6,7,0,7,2,5	6,7,2,5,0,7	27	6	7	2	5	0	7	0	45996	8	367968	0	0	0	UNSAT	0.011812
6,7,0,7,2,5	6,7,5,2,7,0	27	6	7	5	2	7	0	0	45996	8	367968	6	0	0	UNSAT	0.012438
6,7,0,7,3,4	6,7,3,4,0,7	27	6	7	3	4	0	7	0	45996	8	367968	0	0	0	UNSAT	0.032509
6,7,0,7,3,4	6,7,4,3,7,0	27	6	7	4	3	7	0	0	45996	8	367968	6	0	0	UNSAT	0.014546
6,7,0,8,1,5	6,7,1,5,0,8	27	6	7	1	5	0	8	0	45996	1	45996	0	0	0	UNSAT	0.011970
