canonical	oriented	S	r	c	d0	d1	a0	a1	sign	pair_orbits	A_per_orbit	A_checked	triple_pass	dfs_calls	dfs_nodes	result	seconds
6,7,0,8,1,5	6,7,5,1,8,0	27	6	7	5	1	8	0	0	45996	1	45996	0	0	0	UNSAT	0.011959
6,7,0,8,2,4	6,7,2,4,0,8	27	6	7	2	4	0	8	0	45996	1	45996	0	0	0	UNSAT	0.011704
6,7,0,8,2,4	6,7,4,2,8,0	27	6	7	4	2	8	0	0	45996	1	45996	0	0	0	UNSAT	0.011030
6,7,0,8,3,3	6,7,3,3,0,8	27	6	7	3	3	0	8	0	45996	1	45996	0	0	0	UNSAT	0.011090
6,7,0,8,3,3	6,7,3,3,8,0	27	6	7	3	3	8	0	0	45996	1	45996	0	0	0	UNSAT	0.030707
6,7,1,5,1,7	6,7,1,5,1,7	27	6	7	1	5	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.025229
6,7,1,5,1,7	6,7,5,1,7,1	27	6	7	5	1	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.025198
6,7,1,5,2,6	6,7,2,6,1,5	27	6	7	2	6	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.141572
6,7,1,5,2,6	6,7,6,2,5,1	27	6	7	6	2	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.124699
6,7,1,5,3,5	6,7,3,5,1,5	27	6	7	3	5	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.121808
6,7,1,5,3,5	6,7,5,3,5,1	27	6	7	5	3	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.158812
6,7,1,5,4,4	6,7,4,4,1,5	27	6	7	4	4	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.127158
6,7,1,5,4,4	6,7,4,4,5,1	27	6	7	4	4	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.129359
6,7,1,6,1,6	6,7,1,6,1,6	27	6	7	1	6	1	6	1	26876	224	6020224	0	0	0	UNSAT	0.049535
6,7,1,6,1,6	6,7,6,1,6,1	27	6	7	6	1	6	1	1	26876	224	6020224	0	0	0	UNSAT	0.033472
6,7,1,6,2,5	6,7,2,5,1,6	27	6	7	2	5	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.072988
6,7,1,6,2,5	6,7,5,2,6,1	27	6	7	5	2	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.081508
6,7,1,6,3,4	6,7,3,4,1,6	27	6	7	3	4	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.059791
6,7,1,6,3,4	6,7,4,3,6,1	27	6	7	4	3	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.073505
6,7,1,7,2,4	6,7,2,4,1,7	27	6	7	2	4	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.020991
6,7,1,7,2,4	6,7,4,2,7,1	27	6	7	4	2	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.045428
6,7,1,7,3,3	6,7,3,3,1,7	27	6	7	3	3	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.021158
6,7,1,7,3,3	6,7,3,3,7,1	27	6	7	3	3	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.023899
6,7,2,4,2,6	6,7,2,4,2,6	27	6	7	2	4	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.218419
6,7,2,4,2,6	6,7,4,2,6,2	27	6	7	4	2	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.257100
6,7,2,4,3,5	6,7,3,5,2,4	27	6	7	3	5	2	4	0	45996	1960	90152160	0	0	0	UNSAT	0.530114
6,7,2,4,3,5	6,7,5,3,4,2	27	6	7	5	3	4	2	0	45996	1960	90152160	0	0	0	UNSAT	0.589072
6,7,2,4,4,4	6,7,4,4,2,4	27	6	7	4	4	2	4	0	45996	1960	90152160	0	0	0	UNSAT	0.533682
6,7,2,4,4,4	6,7,4,4,4,2	27	6	7	4	4	4	2	0	45996	1960	90152160	0	0	0	UNSAT	0.601542
6,7,2,5,2,5	6,7,2,5,2,5	27	6	7	2	5	2	5	1	26876	1568	42141568	0	0	0	UNSAT	0.324434
6,7,2,5,2,5	6,7,5,2,5,2	27	6	7	5	2	5	2	1	26876	1568	42141568	0	0	0	UNSAT	0.244671
6,7,2,5,3,4	6,7,3,4,2,5	27	6	7	3	4	2	5	0	45996	1568	72121728	0	0	0	UNSAT	0.400492
6,7,2,5,3,4	6,7,4,3,5,2	27	6	7	4	3	5	2	0	45996	1568	72121728	0	0	0	UNSAT	0.454505
6,7,2,6,3,3	6,7,3,3,2,6	27	6	7	3	3	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.207024
6,7,2,6,3,3	6,7,3,3,6,2	27	6	7	3	3	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.216246
6,7,3,3,3,5	6,7,3,3,3,5	27	6	7	3	3	3	5	0	45996	3136	144243456	41	0	0	UNSAT	0.786306
6,7,3,3,3,5	6,7,3,3,5,3	27	6	7	3	3	5	3	0	45996	3136	144243456	53	0	0	UNSAT	0.733510
6,7,3,3,4,4	6,7,4,4,3,3	27	6	7	4	4	3	3	0	45996	3136	144243456	0	0	0	UNSAT	0.728294
6,7,3,4,3,4	6,7,3,4,3,4	27	6	7	3	4	3	4	1	26876	3920	105353920	3	0	0	UNSAT	0.534379
6,7,3,4,3,4	6,7,4,3,4,3	27	6	7	4	3	4	3	1	26876	3920	105353920	1	0	0	UNSAT	0.532177
6,7,3,4,4,3	6,7,3,4,4,3	27	6	7	3	4	4	3	0	45996	3920	180304320	1	0	0	UNSAT	0.864988
6,7,3,4,4,3	6,7,4,3,3,4	27	6	7	4	3	3	4	0	45996	3920	180304320	3	0	0	UNSAT	0.871432
6,8,0,6,0,7	6,8,0,6,0,7	27	6	8	0	6	0	7	0	52292	8	418336	0	0	0	UNSAT	0.033864
6,8,0,6,0,7	6,8,6,0,7,0	27	6	8	6	0	7	0	0	52292	8	418336	0	0	0	UNSAT	0.015276
6,8,0,6,1,6	6,8,1,6,0,6	27	6	8	1	6	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.021576
6,8,0,6,1,6	6,8,6,1,6,0	27	6	8	6	1	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.019527
6,8,0,6,2,5	6,8,2,5,0,6	27	6	8	2	5	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.036725
6,8,0,6,2,5	6,8,5,2,6,0	27	6	8	5	2	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.016966
6,8,0,6,3,4	6,8,3,4,0,6	27	6	8	3	4	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.016729
6,8,0,6,3,4	6,8,4,3,6,0	27	6	8	4	3	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.016678
6,8,0,7,1,5	6,8,1,5,0,7	27	6	8	1	5	0	7	0	52292	8	418336	0	0	0	UNSAT	0.013558
6,8,0,7,1,5	6,8,5,1,7,0	27	6	8	5	1	7	0	0	52292	8	418336	0	0	0	UNSAT	0.033440
6,8,0,7,2,4	6,8,2,4,0,7	27	6	8	2	4	0	7	0	52292	8	418336	0	0	0	UNSAT	0.013813
6,8,0,7,2,4	6,8,4,2,7,0	27	6	8	4	2	7	0	0	52292	8	418336	0	0	0	UNSAT	0.014201
6,8,0,7,3,3	6,8,3,3,0,7	27	6	8	3	3	0	7	0	52292	8	418336	0	0	0	UNSAT	0.014129
6,8,0,7,3,3	6,8,3,3,7,0	27	6	8	3	3	7	0	0	52292	8	418336	0	0	0	UNSAT	0.014234
6,8,1,5,1,6	6,8,1,5,1,6	27	6	8	1	5	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.075654
6,8,1,5,1,6	6,8,5,1,6,1	27	6	8	5	1	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.080504
6,8,1,5,2,5	6,8,2,5,1,5	27	6	8	2	5	1	5	0	52292	448	23426816	0	0	0	UNSAT	0.128452
6,8,1,5,2,5	6,8,5,2,5,1	27	6	8	5	2	5	1	0	52292	448	23426816	0	0	0	UNSAT	0.124191
6,8,1,5,3,4	6,8,3,4,1,5	27	6	8	3	4	1	5	0	52292	448	23426816	0	0	0	UNSAT	0.138621
6,8,1,5,3,4	6,8,4,3,5,1	27	6	8	4	3	5	1	0	52292	448	23426816	0	0	0	UNSAT	0.122336
6,8,1,6,2,4	6,8,2,4,1,6	27	6	8	2	4	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.089341
6,8,1,6,2,4	6,8,4,2,6,1	27	6	8	4	2	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.094728
6,8,1,6,3,3	6,8,3,3,1,6	27	6	8	3	3	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.089143
6,8,1,6,3,3	6,8,3,3,6,1	27	6	8	3	3	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.057962
6,8,2,4,2,5	6,8,2,4,2,5	27	6	8	2	4	2	5	0	52292	1568	81993856	12	0	0	UNSAT	0.396278
6,8,2,4,2,5	6,8,4,2,5,2	27	6	8	4	2	5	2	0	52292	1568	81993856	6	0	0	UNSAT	0.467977
6,8,2,4,3,4	6,8,3,4,2,4	27	6	8	3	4	2	4	0	52292	1960	102492320	0	0	0	UNSAT	0.637030
6,8,2,4,3,4	6,8,4,3,4,2	27	6	8	4	3	4	2	0	52292	1960	102492320	0	0	0	UNSAT	0.561241
6,8,2,5,3,3	6,8,3,3,2,5	27	6	8	3	3	2	5	0	52292	1568	81993856	12	0	0	UNSAT	0.423030
6,8,2,5,3,3	6,8,3,3,5,2	27	6	8	3	3	5	2	0	52292	1568	81993856	6	0	0	UNSAT	0.413144
6,8,3,3,3,4	6,8,3,4,3,3	27	6	8	3	4	3	3	0	52292	3136	163987712	0	0	0	UNSAT	0.943216
6,8,3,3,3,4	6,8,4,3,3,3	27	6	8	4	3	3	3	0	52292	3136	163987712	0	0	0	UNSAT	0.857956
7,7,0,6,0,7	7,7,0,6,0,7	27	7	7	0	6	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008952
7,7,0,6,0,7	7,7,6,0,7,0	27	7	7	6	0	7	0	0	32666	8	261328	229	0	0	UNSAT	0.032372
7,7,0,6,1,6	7,7,1,6,0,6	27	7	7	1	6	0	6	0	32666	28	914648	0	0	0	UNSAT	0.010474
7,7,0,6,1,6	7,7,6,1,6,0	27	7	7	6	1	6	0	0	32666	28	914648	7	0	0	UNSAT	0.010784
7,7,0,6,2,5	7,7,2,5,0,6	27	7	7	2	5	0	6	0	32666	28	914648	0	0	0	UNSAT	0.010490
7,7,0,6,2,5	7,7,5,2,6,0	27	7	7	5	2	6	0	0	32666	28	914648	7	0	0	UNSAT	0.010473
7,7,0,6,3,4	7,7,3,4,0,6	27	7	7	3	4	0	6	0	32666	28	914648	0	0	0	UNSAT	0.010434
7,7,0,6,3,4	7,7,4,3,6,0	27	7	7	4	3	6	0	0	32666	28	914648	7	0	0	UNSAT	0.011167
7,7,0,7,1,5	7,7,1,5,0,7	27	7	7	1	5	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008942
7,7,0,7,1,5	7,7,5,1,7,0	27	7	7	5	1	7	0	0	32666	8	261328	229	0	0	UNSAT	0.027832
7,7,0,7,2,4	7,7,2,4,0,7	27	7	7	2	4	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008856
7,7,0,7,2,4	7,7,4,2,7,0	27	7	7	4	2	7	0	0	32666	8	261328	229	0	0	UNSAT	0.008854
7,7,0,7,3,3	7,7,3,3,0,7	27	7	7	3	3	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008901
7,7,0,7,3,3	7,7,3,3,7,0	27	7	7	3	3	7	0	0	32666	8	261328	229	0	0	UNSAT	0.008852
7,7,1,5,1,6	7,7,1,5,1,6	27	7	7	1	5	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.063659
7,7,1,5,1,6	7,7,5,1,6,1	27	7	7	5	1	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.033906
7,7,1,5,2,5	7,7,2,5,1,5	27	7	7	2	5	1	5	0	32666	448	14634368	0	0	0	UNSAT	0.080340
7,7,1,5,2,5	7,7,5,2,5,1	27	7	7	5	2	5	1	0	32666	448	14634368	0	0	0	UNSAT	0.085558
7,7,1,5,3,4	7,7,3,4,1,5	27	7	7	3	4	1	5	0	32666	448	14634368	0	0	0	UNSAT	0.060637
7,7,1,5,3,4	7,7,4,3,5,1	27	7	7	4	3	5	1	0	32666	448	14634368	0	0	0	UNSAT	0.081864
7,7,1,6,2,4	7,7,2,4,1,6	27	7	7	2	4	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.034303
7,7,1,6,2,4	7,7,4,2,6,1	27	7	7	4	2	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.068252
7,7,1,6,3,3	7,7,3,3,1,6	27	7	7	3	3	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.060115
7,7,1,6,3,3	7,7,3,3,6,1	27	7	7	3	3	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.034355
7,7,2,4,2,5	7,7,2,4,2,5	27	7	7	2	4	2	5	0	32666	1568	51220288	19	0	0	UNSAT	0.259891
7,7,2,4,2,5	7,7,4,2,5,2	27	7	7	4	2	5	2	0	32666	1568	51220288	18	0	0	UNSAT	0.235612
7,7,2,4,3,4	7,7,3,4,2,4	27	7	7	3	4	2	4	0	32666	1960	64025360	1	0	0	UNSAT	0.330406
7,7,2,4,3,4	7,7,4,3,4,2	27	7	7	4	3	4	2	0	32666	1960	64025360	0	0	0	UNSAT	0.342848
7,7,2,4,4,3	7,7,3,4,4,2	27	7	7	3	4	4	2	0	32666	1960	64025360	0	0	0	UNSAT	0.303994
7,7,2,4,4,3	7,7,4,3,2,4	27	7	7	4	3	2	4	0	32666	1960	64025360	1	0	0	UNSAT	0.336960
7,7,2,5,3,3	7,7,3,3,2,5	27	7	7	3	3	2	5	0	32666	1568	51220288	19	0	0	UNSAT	0.275566
7,7,2,5,3,3	7,7,3,3,5,2	27	7	7	3	3	5	2	0	32666	1568	51220288	18	0	0	UNSAT	0.274136
7,7,3,3,3,4	7,7,3,4,3,3	27	7	7	3	4	3	3	0	32666	3136	102440576	2	0	0	UNSAT	0.553645
7,7,3,3,3,4	7,7,4,3,3,3	27	7	7	4	3	3	3	0	32666	3136	102440576	2	0	0	UNSAT	0.595654
7,8,0,6,0,6	7,8,0,6,0,6	27	7	8	0	6	0	6	1	42103	28	1178884	30	0	0	UNSAT	0.015324
7,8,0,6,0,6	7,8,6,0,6,0	27	7	8	6	0	6	0	1	42103	28	1178884	135	0	0	UNSAT	0.036838
7,8,0,6,1,5	7,8,1,5,0,6	27	7	8	1	5	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.026814
7,8,0,6,1,5	7,8,5,1,6,0	27	7	8	5	1	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.027683
7,8,0,6,2,4	7,8,2,4,0,6	27	7	8	2	4	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.043550
7,8,0,6,2,4	7,8,4,2,6,0	27	7	8	4	2	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.023363
7,8,0,6,3,3	7,8,3,3,0,6	27	7	8	3	3	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.023245
7,8,0,6,3,3	7,8,3,3,6,0	27	7	8	3	3	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.023138
7,8,1,5,1,5	7,8,1,5,1,5	27	7	8	1	5	1	5	1	42103	448	18862144	0	0	0	UNSAT	0.097879
7,8,1,5,1,5	7,8,5,1,5,1	27	7	8	5	1	5	1	1	42103	448	18862144	0	0	0	UNSAT	0.132187
7,8,1,5,2,4	7,8,2,4,1,5	27	7	8	2	4	1	5	0	73663	448	33001024	0	0	0	UNSAT	0.157760
7,8,1,5,2,4	7,8,4,2,5,1	27	7	8	4	2	5	1	0	73663	448	33001024	0	0	0	UNSAT	0.178642
7,8,1,5,3,3	7,8,3,3,1,5	27	7	8	3	3	1	5	0	73663	448	33001024	0	0	0	UNSAT	0.179399
7,8,1,5,3,3	7,8,3,3,5,1	27	7	8	3	3	5	1	0	73663	448	33001024	0	0	0	UNSAT	0.159164
7,8,2,4,2,4	7,8,2,4,2,4	27	7	8	2	4	2	4	1	42103	1960	82521880	42	0	0	UNSAT	0.392807
7,8,2,4,2,4	7,8,4,2,4,2	27	7	8	4	2	4	2	1	42103	1960	82521880	35	0	0	UNSAT	0.406640
7,8,2,4,3,3	7,8,3,3,2,4	27	7	8	3	3	2	4	0	73663	1960	144379480	48	0	0	UNSAT	0.689907
7,8,2,4,3,3	7,8,3,3,4,2	27	7	8	3	3	4	2	0	73663	1960	144379480	53	0	0	UNSAT	0.744192
7,8,3,3,3,3	7,8,3,3,3,3	27	7	8	3	3	3	3	1	42103	3136	132035008	196	0	0	UNSAT	0.693443
5,7,0,8,0,8	5,7,0,8,0,8	28	5	7	0	8	0	8	1	14225	1	14225	0	0	0	UNSAT	0.003080
5,7,0,8,0,8	5,7,8,0,8,0	28	5	7	8	0	8	0	1	14225	1	14225	0	0	0	UNSAT	0.003077
5,7,0,8,1,7	5,7,1,7,0,8	28	5	7	1	7	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005510
5,7,0,8,1,7	5,7,7,1,8,0	28	5	7	7	1	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005665
5,7,0,8,2,6	5,7,2,6,0,8	28	5	7	2	6	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005403
5,7,0,8,2,6	5,7,6,2,8,0	28	5	7	6	2	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005470
5,7,0,8,3,5	5,7,3,5,0,8	28	5	7	3	5	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005438
5,7,0,8,3,5	5,7,5,3,8,0	28	5	7	5	3	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005412
5,7,1,7,1,7	5,7,1,7,1,7	28	5	7	1	7	1	7	1	14225	64	910400	0	0	0	UNSAT	0.006425
5,7,1,7,1,7	5,7,7,1,7,1	28	5	7	7	1	7	1	1	14225	64	910400	0	0	0	UNSAT	0.006505
5,7,1,7,2,6	5,7,2,6,1,7	28	5	7	2	6	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.011263
5,7,1,7,2,6	5,7,6,2,7,1	28	5	7	6	2	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.033652
5,7,1,7,3,5	5,7,3,5,1,7	28	5	7	3	5	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.011443
5,7,1,7,3,5	5,7,5,3,7,1	28	5	7	5	3	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.011355
5,7,2,6,2,6	5,7,2,6,2,6	28	5	7	2	6	2	6	1	14225	784	11152400	0	0	0	UNSAT	0.043939
5,7,2,6,2,6	5,7,6,2,6,2	28	5	7	6	2	6	2	1	14225	784	11152400	0	0	0	UNSAT	0.064400
5,7,2,6,3,5	5,7,3,5,2,6	28	5	7	3	5	2	6	0	24985	784	19588240	0	0	0	UNSAT	0.097473
5,7,2,6,3,5	5,7,5,3,6,2	28	5	7	5	3	6	2	0	24985	784	19588240	0	0	0	UNSAT	0.116605
5,7,3,5,3,5	5,7,3,5,3,5	28	5	7	3	5	3	5	1	14225	3136	44609600	0	0	0	UNSAT	0.212172
5,7,3,5,3,5	5,7,5,3,5,3	28	5	7	5	3	5	3	1	14225	3136	44609600	0	0	0	UNSAT	0.207285
6,6,0,8,0,8	6,6,0,8,0,8	28	6	6	0	8	0	8	1	10132	1	10132	0	0	0	UNSAT	0.002307
6,6,0,8,0,8	6,6,8,0,8,0	28	6	6	8	0	8	0	1	10132	1	10132	0	0	0	UNSAT	0.002315
6,6,0,8,1,7	6,6,1,7,0,8	28	6	6	1	7	0	8	0	16496	1	16496	0	0	0	UNSAT	0.003699
6,6,0,8,1,7	6,6,7,1,8,0	28	6	6	7	1	8	0	0	16496	1	16496	0	0	0	UNSAT	0.026422
6,6,0,8,2,6	6,6,2,6,0,8	28	6	6	2	6	0	8	0	16496	1	16496	0	0	0	UNSAT	0.003673
6,6,0,8,2,6	6,6,6,2,8,0	28	6	6	6	2	8	0	0	16496	1	16496	0	0	0	UNSAT	0.003683
6,6,0,8,3,5	6,6,3,5,0,8	28	6	6	3	5	0	8	0	16496	1	16496	0	0	0	UNSAT	0.003626
6,6,0,8,3,5	6,6,5,3,8,0	28	6	6	5	3	8	0	0	16496	1	16496	0	0	0	UNSAT	0.003690
6,6,1,7,1,7	6,6,1,7,1,7	28	6	6	1	7	1	7	1	10132	64	648448	0	0	0	UNSAT	0.004630
6,6,1,7,1,7	6,6,7,1,7,1	28	6	6	7	1	7	1	1	10132	64	648448	0	0	0	UNSAT	0.004611
6,6,1,7,2,6	6,6,2,6,1,7	28	6	6	2	6	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.007578
6,6,1,7,2,6	6,6,6,2,7,1	28	6	6	6	2	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.007461
6,6,1,7,3,5	6,6,3,5,1,7	28	6	6	3	5	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.007676
6,6,1,7,3,5	6,6,5,3,7,1	28	6	6	5	3	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.007455
6,6,2,6,2,6	6,6,2,6,2,6	28	6	6	2	6	2	6	1	10132	784	7943488	0	0	0	UNSAT	0.051877
6,6,2,6,2,6	6,6,6,2,6,2	28	6	6	6	2	6	2	1	10132	784	7943488	0	0	0	UNSAT	0.031876
6,6,2,6,3,5	6,6,3,5,2,6	28	6	6	3	5	2	6	0	16496	784	12932864	0	0	0	UNSAT	0.070332
6,6,2,6,3,5	6,6,5,3,6,2	28	6	6	5	3	6	2	0	16496	784	12932864	0	0	0	UNSAT	0.050951
6,6,3,5,3,5	6,6,3,5,3,5	28	6	6	3	5	3	5	1	10132	3136	31773952	0	0	0	UNSAT	0.163352
6,6,3,5,3,5	6,6,5,3,5,3	28	6	6	5	3	5	3	1	10132	3136	31773952	0	0	0	UNSAT	0.177428
6,7,0,7,0,8	6,7,0,7,0,8	28	6	7	0	7	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010978
6,7,0,7,0,8	6,7,7,0,8,0	28	6	7	7	0	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010862
6,7,0,7,1,7	6,7,1,7,0,7	28	6	7	1	7	0	7	0	45996	8	367968	0	0	0	UNSAT	0.012410
6,7,0,7,1,7	6,7,7,1,7,0	28	6	7	7	1	7	0	0	45996	8	367968	6	0	0	UNSAT	0.012462
6,7,0,7,2,6	6,7,2,6,0,7	28	6	7	2	6	0	7	0	45996	8	367968	0	0	0	UNSAT	0.011954
6,7,0,7,2,6	6,7,6,2,7,0	28	6	7	6	2	7	0	0	45996	8	367968	6	0	0	UNSAT	0.011215
6,7,0,7,3,5	6,7,3,5,0,7	28	6	7	3	5	0	7	0	45996	8	367968	0	0	0	UNSAT	0.031665
6,7,0,7,3,5	6,7,5,3,7,0	28	6	7	5	3	7	0	0	45996	8	367968	6	0	0	UNSAT	0.011432
6,7,0,8,1,6	6,7,1,6,0,8	28	6	7	1	6	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010226
6,7,0,8,1,6	6,7,6,1,8,0	28	6	7	6	1	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010021
6,7,0,8,2,5	6,7,2,5,0,8	28	6	7	2	5	0	8	0	45996	1	45996	0	0	0	UNSAT	0.009971
6,7,0,8,2,5	6,7,5,2,8,0	28	6	7	5	2	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010363
6,7,0,8,3,4	6,7,3,4,0,8	28	6	7	3	4	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010148
6,7,0,8,3,4	6,7,4,3,8,0	28	6	7	4	3	8	0	0	45996	1	45996	0	0	0	UNSAT	0.035496
6,7,1,6,1,7	6,7,1,6,1,7	28	6	7	1	6	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.021483
6,7,1,6,1,7	6,7,6,1,7,1	28	6	7	6	1	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.020796
6,7,1,6,2,6	6,7,2,6,1,6	28	6	7	2	6	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.071502
6,7,1,6,2,6	6,7,6,2,6,1	28	6	7	6	2	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.058673
6,7,1,6,3,5	6,7,3,5,1,6	28	6	7	3	5	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.077182
6,7,1,6,3,5	6,7,5,3,6,1	28	6	7	5	3	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.079071
6,7,1,7,2,5	6,7,2,5,1,7	28	6	7	2	5	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.024625
6,7,1,7,2,5	6,7,5,2,7,1	28	6	7	5	2	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.046157
6,7,1,7,3,4	6,7,3,4,1,7	28	6	7	3	4	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.021016
6,7,1,7,3,4	6,7,4,3,7,1	28	6	7	4	3	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.022649
6,7,2,5,2,6	6,7,2,5,2,6	28	6	7	2	5	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.200071
6,7,2,5,2,6	6,7,5,2,6,2	28	6	7	5	2	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.196559
6,7,2,5,3,5	6,7,3,5,2,5	28	6	7	3	5	2	5	0	45996	1568	72121728	0	0	0	UNSAT	0.411354
6,7,2,5,3,5	6,7,5,3,5,2	28	6	7	5	3	5	2	0	45996	1568	72121728	0	0	0	UNSAT	0.366757
6,7,2,6,3,4	6,7,3,4,2,6	28	6	7	3	4	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.192474
6,7,2,6,3,4	6,7,4,3,6,2	28	6	7	4	3	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.188646
6,7,3,4,3,5	6,7,3,4,3,5	28	6	7	3	4	3	5	0	45996	3136	144243456	41	0	0	UNSAT	0.740319
6,7,3,4,3,5	6,7,4,3,5,3	28	6	7	4	3	5	3	0	45996	3136	144243456	53	0	0	UNSAT	0.777731
6,8,0,7,0,7	6,8,0,7,0,7	28	6	8	0	7	0	7	1	31484	8	251872	0	0	0	UNSAT	0.008579
6,8,0,7,0,7	6,8,7,0,7,0	28	6	8	7	0	7	0	1	31484	8	251872	0	0	0	UNSAT	0.008121
6,8,0,7,1,6	6,8,1,6,0,7	28	6	8	1	6	0	7	0	52292	8	418336	0	0	0	UNSAT	0.014469
6,8,0,7,1,6	6,8,6,1,7,0	28	6	8	6	1	7	0	0	52292	8	418336	0	0	0	UNSAT	0.014189
6,8,0,7,2,5	6,8,2,5,0,7	28	6	8	2	5	0	7	0	52292	8	418336	0	0	0	UNSAT	0.036184
6,8,0,7,2,5	6,8,5,2,7,0	28	6	8	5	2	7	0	0	52292	8	418336	0	0	0	UNSAT	0.014502
6,8,0,7,3,4	6,8,3,4,0,7	28	6	8	3	4	0	7	0	52292	8	418336	0	0	0	UNSAT	0.014247
6,8,0,7,3,4	6,8,4,3,7,0	28	6	8	4	3	7	0	0	52292	8	418336	0	0	0	UNSAT	0.014306
6,8,1,6,1,6	6,8,1,6,1,6	28	6	8	1	6	1	6	1	31484	224	7052416	0	0	0	UNSAT	0.057014
6,8,1,6,1,6	6,8,6,1,6,1	28	6	8	6	1	6	1	1	31484	224	7052416	360	0	0	UNSAT	0.033148
6,8,1,6,2,5	6,8,2,5,1,6	28	6	8	2	5	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.082117
6,8,1,6,2,5	6,8,5,2,6,1	28	6	8	5	2	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.084504
